Span-GenomeRelease	Span-Chromosome	Span-BeginBp	Span-EndBp	Span-Strand	Span-Score	Span-Name	GeneI	AbsDistanceBp	DistanceBp	Overlaps	Gene-GenomeRelease	Gene-Chromosome	Gene-BeginBp	Gene-EndBp	Gene-Strand	Gene-Score	Gene-Name	Span-Pvalue	Span-FDR	Span-ContentTag
mm9	chr1	78641164	78641383		0	chr1-78641164	4	13126	-13126	no	mm9	chr1	78654399	78704318	+	1	NM_001033606:Acsl3			
mm9	chr1	78641164	78641383		0	chr1-78641164	5	13741	-13741	no	mm9	chr1	78655014	78664176	+	1	NM_001136226:Utp14b			
mm9	chr1	78938621	78938822		0	chr1-78938621														
mm9	chr1	82121203	82121375		0	chr1-82121203														
mm9	chr1	82231891	82232086		0	chr1-82231891	1	56026	56026	yes	mm9	chr1	82229679	82288014	-	1	NM_010570:Irs1			
mm9	chr1	82231891	82232086		0	chr1-82231891	2	81165	-81165	no	mm9	chr1	82313153	82441941	+	1	NM_029777:Rhbdd1			
mm9	chr1	82279329	82279502		0	chr1-82279329	1	8599	8599	yes	mm9	chr1	82229679	82288014	-	1	NM_010570:Irs1			
mm9	chr1	82767998	82768166		0	chr1-82767998	1	3051	-3051	no	mm9	chr1	82753223	82765031	-	1	NM_025453:Tm4sf20			
mm9	chr1	83104005	83104218		0	chr1-83104005	1	9229	-9229	no	mm9	chr1	83113340	83115742	+	1	NM_001159738:Ccl20			
mm9	chr1	83104005	83104218		0	chr1-83104005	2	9229	-9229	no	mm9	chr1	83113340	83115742	+	1	NM_016960:Ccl20			
mm9	chr1	83113217	83113411		0	chr1-83113217	1	26	-26	yes	mm9	chr1	83113340	83115742	+	1	NM_001159738:Ccl20			
mm9	chr1	83113217	83113411		0	chr1-83113217	2	26	-26	yes	mm9	chr1	83113340	83115742	+	1	NM_016960:Ccl20			
mm9	chr1	84794219	84794401		0	chr1-84794219	1	41569	41569	yes	mm9	chr1	84717763	84835879	-	1	NM_133975:Trip12			
mm9	chr1	84794219	84794401		0	chr1-84794219	2	42105	-42105	no	mm9	chr1	84836415	84897061	+	1	NM_025386:Fbxo36			
mm9	chr1	87707443	87707639		0	chr1-87707443	1	17520	17520	yes	mm9	chr1	87690021	87748152	+	1	NM_133781:Cab39			
mm9	chr1	87936786	87937018		0	chr1-87936786	1	5535	-5535	no	mm9	chr1	87942437	87952031	+	1	NM_001144993:2810459M11Rik			
mm9	chr1	87936786	87937018		0	chr1-87936786	2	5535	-5535	no	mm9	chr1	87942437	87952031	+	1	NM_001144992:2810459M11Rik			
mm9	chr1	87952912	87953095		0	chr1-87952912	1	8190	-8190	no	mm9	chr1	87961193	88035870	+	1	NM_027357:Psmd1			
mm9	chr1	87952912	87953095		0	chr1-87952912	2	10566	10566	no	mm9	chr1	87942437	87952031	+	1	NM_001144993:2810459M11Rik			
mm9	chr1	87952912	87953095		0	chr1-87952912	3	10566	10566	no	mm9	chr1	87942437	87952031	+	1	NM_001144992:2810459M11Rik			
mm9	chr1	88113021	88113237		0	chr1-88113021	1	61740	61740	yes	mm9	chr1	88051389	88149066	+	1	NM_027456:Armc9			
mm9	chr1	88113021	88113237		0	chr1-88113021	2	61775	61775	yes	mm9	chr1	88051354	88174859	+	1	NM_030184:Armc9			
mm9	chr1	88113021	88113237		0	chr1-88113021	3	86666	-86666	no	mm9	chr1	88199795	88203880	+	1	NM_145222:B3gnt7			
mm9	chr1	88114271	88114499		0	chr1-88114271	1	62996	62996	yes	mm9	chr1	88051389	88149066	+	1	NM_027456:Armc9			
mm9	chr1	88114271	88114499		0	chr1-88114271	2	63031	63031	yes	mm9	chr1	88051354	88174859	+	1	NM_030184:Armc9			
mm9	chr1	88114271	88114499		0	chr1-88114271	3	85410	-85410	no	mm9	chr1	88199795	88203880	+	1	NM_145222:B3gnt7			
mm9	chr1	88375752	88375940		0	chr1-88375752	1	47464	-47464	no	mm9	chr1	88423310	88427273	+	1	NM_008972:Ptma			
mm9	chr1	88375752	88375940		0	chr1-88375752	2	52943	52943	no	mm9	chr1	88322903	88324624	+	1	NM_027966:1700019O17Rik			
mm9	chr1	88425250	88425435		0	chr1-88425250	1	2032	2032	yes	mm9	chr1	88423310	88427273	+	1	NM_008972:Ptma			
mm9	chr1	88932293	88932466		0	chr1-88932293	1	54124	54124	no	mm9	chr1	88983265	88986503	-	1	NM_007433:Alppl2			
mm9	chr1	88932293	88932466		0	chr1-88932293	2	65802	65802	no	mm9	chr1	88994576	88998181	-	1	NM_001081082:Alpi			
mm9	chr1	88932293	88932466		0	chr1-88932293	3	332001	332001	yes	mm9	chr1	88600378	88946672	+	1	NM_001172157:Dis3l2			
mm9	chr1	88932293	88932466		0	chr1-88932293	4	332001	332001	yes	mm9	chr1	88600378	88946672	+	1	NM_153530:Dis3l2			
mm9	chr1	89470418	89470605		0	chr1-89470418	1	66	-66	yes	mm9	chr1	89373403	89470445	-	1	NM_001111314:Ngef			
mm9	chr1	89470418	89470605		0	chr1-89470418	2	90	-90	yes	mm9	chr1	89470601	89494415	+	1	NM_001160164:Neu2			
mm9	chr1	89470418	89470605		0	chr1-89470418	3	90	-90	yes	mm9	chr1	89470601	89494415	+	1	NM_001160163:Neu2			
mm9	chr1	89755252	89755530		0	chr1-89755252	1	5530	5530	yes	mm9	chr1	89749861	89841064	+	1	NM_177646:Dgkd			
mm9	chr1	89788319	89788486		0	chr1-89788319	1	38541	38541	yes	mm9	chr1	89749861	89841064	+	1	NM_177646:Dgkd			
mm9	chr1	90103585	90103757		0	chr1-90103585	1	1348	-1348	no	mm9	chr1	90101306	90102323	-	1	NM_008299:Dnajb3			
mm9	chr1	90103585	90103757		0	chr1-90103585	2	6486	6486	yes	mm9	chr1	90097185	90116577	+	1	NM_013701:Ugt1a2			
mm9	chr1	90103585	90103757		0	chr1-90103585	3	41085	41085	yes	mm9	chr1	90062586	90116577	+	1	NM_201643:Ugt1a5			
mm9	chr1	90103585	90103757		0	chr1-90103585	4	72288	72288	yes	mm9	chr1	90031383	90116577	+	1	NM_145079:Ugt1a6a			
mm9	chr1	90103585	90103757		0	chr1-90103585	5	103840	103840	yes	mm9	chr1	89999831	90115573	+	1	NM_201410:Ugt1a6b			
mm9	chr1	90103585	90103757		0	chr1-90103585	6	112096	112096	yes	mm9	chr1	89991575	90116577	+	1	NM_201642:Ugt1a7c			
mm9	chr1	90103585	90103757		0	chr1-90103585	7	136318	136318	yes	mm9	chr1	89967353	90116577	+	1	NM_201644:Ugt1a9			
mm9	chr1	90103585	90103757		0	chr1-90103585	8	151686	151686	yes	mm9	chr1	89951985	90116577	+	1	NM_201641:Ugt1a10			
mm9	chr1	90851434	90851666		0	chr1-90851434	1	61137	-61137	no	mm9	chr1	90912687	90918785	+	1	NR_040471:1700067G17Rik			
mm9	chr1	91005663	91005861		0	chr1-91005663	1	38726	38726	yes	mm9	chr1	90967036	91050368	+	1	NM_133816:Sh3bp4			
mm9	chr1	91022479	91022635		0	chr1-91022479	1	55521	55521	yes	mm9	chr1	90967036	91050368	+	1	NM_133816:Sh3bp4			
mm9	chr1	91356352	91356561		0	chr1-91356352	1	5071	5071	yes	mm9	chr1	91351385	91791857	+	1	NM_178119:Agap1			
mm9	chr1	91356352	91356561		0	chr1-91356352	2	5071	5071	yes	mm9	chr1	91351385	91791857	+	1	NM_001037136:Agap1			
mm9	chr1	92497762	92497956		0	chr1-92497762	1	2140	-2140	no	mm9	chr1	92499999	92509916	+	1	NM_133805:Cops8			
mm9	chr1	93077915	93078081		0	chr1-93077915	1	1600	1600	yes	mm9	chr1	93076398	93103367	+	1	NM_001168392:Ramp1			
mm9	chr1	93077915	93078081		0	chr1-93077915	2	1600	1600	yes	mm9	chr1	93076398	93103367	+	1	NM_178401:Ramp1			
mm9	chr1	93077915	93078081		0	chr1-93077915	3	1600	1600	yes	mm9	chr1	93076398	93121773	+	1	NM_016894:Ramp1			
mm9	chr1	93137399	93137625		0	chr1-93137399	1	9383	-9383	no	mm9	chr1	93146895	93182602	+	1	NM_026454:Ube2f			
mm9	chr1	93287000	93287259		0	chr1-93287000	1	8231	8231	yes	mm9	chr1	93272407	93295360	-	1	NM_023343:Ilkap			
mm9	chr1	93353139	93353320		0	chr1-93353139	1	2676	2676	yes	mm9	chr1	93312558	93355905	-	1	NM_011066:Per2			
mm9	chr1	94010335	94010553		0	chr1-94010335	1	34526	34526	yes	mm9	chr1	93829331	94044970	-	1	NM_207225:Hdac4			
mm9	chr1	94855701	94855917		0	chr1-94855701	1	8642	-8642	no	mm9	chr1	94830119	94847167	-	1	NR_015525:9430060I03Rik			
mm9	chr1	94886576	94886767		0	chr1-94886576	1	11192	11192	no	mm9	chr1	94875479	94882968	+	1	NM_022320:Gpr35			
mm9	chr1	94886576	94886767		0	chr1-94886576	2	16239	-16239	no	mm9	chr1	94902910	94908846	+	1	NM_001159658:Aqp12			
mm9	chr1	94886576	94886767		0	chr1-94886576	3	16239	-16239	no	mm9	chr1	94902910	94908846	+	1	NM_177587:Aqp12			
mm9	chr1	95026922	95027141		0	chr1-95026922	1	4821	-4821	no	mm9	chr1	95031852	95041998	+	1	NM_016702:Agxt			
mm9	chr1	95584889	95585077		0	chr1-95584889	1	2713	2713	yes	mm9	chr1	95582270	95592339	+	1	NM_016778:Bok			
mm9	chr1	96701546	96701755		0	chr1-96701546	1	7632	7632	no	mm9	chr1	96694018	96699049	+	1	NR_040473:4930440C22Rik			
mm9	chr1	99815173	99815369		0	chr1-99815173	1	176938	176938	yes	mm9	chr1	99717670	99992209	-	1	NM_013626:Pam			
mm9	chr1	99856612	99856800		0	chr1-99856612	1	87664	87664	no	mm9	chr1	99927699	99944370	-	1	NR_037993:B230216N24Rik			
mm9	chr1	99856612	99856800		0	chr1-99856612	2	135503	135503	yes	mm9	chr1	99717670	99992209	-	1	NM_013626:Pam			
mm9	chr1	99858313	99858494		0	chr1-99858313	1	85967	85967	no	mm9	chr1	99927699	99944370	-	1	NR_037993:B230216N24Rik			
mm9	chr1	99858313	99858494		0	chr1-99858313	2	133806	133806	yes	mm9	chr1	99717670	99992209	-	1	NM_013626:Pam			
mm9	chr1	99860412	99860573		0	chr1-99860412	1	83878	83878	no	mm9	chr1	99927699	99944370	-	1	NR_037993:B230216N24Rik			
mm9	chr1	99860412	99860573		0	chr1-99860412	2	131717	131717	yes	mm9	chr1	99717670	99992209	-	1	NM_013626:Pam			
mm9	chr1	107683717	107683922		0	chr1-107683717	1	6520	6520	yes	mm9	chr1	107677299	107744558	+	1	NM_009399:Tnfrsf11a			
mm9	chr1	107761233	107761424		0	chr1-107761233	1	84029	84029	no	mm9	chr1	107677299	107744558	+	1	NM_009399:Tnfrsf11a			
mm9	chr1	107763465	107763705		0	chr1-107763465	1	86286	86286	no	mm9	chr1	107677299	107744558	+	1	NM_009399:Tnfrsf11a			
mm9	chr1	108067990	108068217		0	chr1-108067990	1	2	-2	yes	mm9	chr1	108049201	108068101	-	1	NR_040630:LOC626049			
mm9	chr1	108120513	108120669		0	chr1-108120513	1	52146	52146	yes	mm9	chr1	108068445	108290822	+	1	NM_133821:Phlpp1			
mm9	chr1	108120513	108120669		0	chr1-108120513	2	52490	-52490	no	mm9	chr1	108049201	108068101	-	1	NR_040630:LOC626049			
mm9	chr1	108374461	108374631		0	chr1-108374461														
mm9	chr1	108483463	108483634		0	chr1-108483463	1	127319	127319	yes	mm9	chr1	108434755	108610867	-	1	NM_009741:Bcl2			
mm9	chr1	120494936	120495100		0	chr1-120494936	1	29503	-29503	no	mm9	chr1	120524521	120581745	+	1	NM_023755:Tfcp2l1			
mm9	chr1	120494936	120495100		0	chr1-120494936	2	209384	209384	yes	mm9	chr1	120285634	120506039	+	1	NM_001081276:Clasp1			
mm9	chr1	120494936	120495100		0	chr1-120494936	3	209384	209384	yes	mm9	chr1	120285634	120506039	+	1	NM_177548:Clasp1			
mm9	chr1	120494936	120495100		0	chr1-120494936	4	209384	209384	yes	mm9	chr1	120285634	120506039	+	1	NM_029709:Clasp1			
mm9	chr1	120519680	120519845		0	chr1-120519680	1	4759	-4759	no	mm9	chr1	120524521	120581745	+	1	NM_023755:Tfcp2l1			
mm9	chr1	120539854	120540062		0	chr1-120539854	1	15437	15437	yes	mm9	chr1	120524521	120581745	+	1	NM_023755:Tfcp2l1			
mm9	chr1	120774836	120775065		0	chr1-120774836	1	175246	175246	yes	mm9	chr1	120730637	120950196	-	1	NM_001081125:Gli2			
mm9	chr1	120853032	120853319		0	chr1-120853032	1	97021	97021	yes	mm9	chr1	120730637	120950196	-	1	NM_001081125:Gli2			
mm9	chr1	121425437	121425639		0	chr1-121425437	1	2808	2808	yes	mm9	chr1	121422730	121425560	+	1	NM_146103:Tmem185b			
mm9	chr1	123240700	123240874		0	chr1-123240700	1	11630	-11630	no	mm9	chr1	123202098	123229157	-	1	NM_178082:Insig2			
mm9	chr1	123240700	123240874		0	chr1-123240700	2	16448	-16448	no	mm9	chr1	123200929	123224339	-	1	NM_133748:Insig2			
mm9	chr1	123247320	123247510		0	chr1-123247320	1	18258	-18258	no	mm9	chr1	123202098	123229157	-	1	NM_178082:Insig2			
mm9	chr1	123247320	123247510		0	chr1-123247320	2	23076	-23076	no	mm9	chr1	123200929	123224339	-	1	NM_133748:Insig2			
mm9	chr1	123259170	123259322		0	chr1-123259170	1	30089	-30089	no	mm9	chr1	123202098	123229157	-	1	NM_178082:Insig2			
mm9	chr1	123259170	123259322		0	chr1-123259170	2	34907	-34907	no	mm9	chr1	123200929	123224339	-	1	NM_133748:Insig2			
mm9	chr1	127447109	127447261		0	chr1-127447109	1	10407	-10407	no	mm9	chr1	127457592	127492261	+	1	NM_028787:Slc35f5			
mm9	chr1	128328351	128328523		0	chr1-128328351	1	61067	61067	yes	mm9	chr1	127810212	128389504	-	1	NM_172484:Nckap5			
mm9	chr1	128328351	128328523		0	chr1-128328351	2	398772	398772	yes	mm9	chr1	127810212	128727209	-	1	NM_176957:Nckap5			
mm9	chr1	128328351	128328523		0	chr1-128328351	3	398772	398772	yes	mm9	chr1	127810212	128727209	-	1	NM_001081756:Nckap5			
mm9	chr1	129098258	129098432		0	chr1-129098258	1	3217	-3217	no	mm9	chr1	129101562	129379549	+	1	NM_145128:Mgat5			
mm9	chr1	129166869	129167131		0	chr1-129166869	1	65438	65438	yes	mm9	chr1	129101562	129379549	+	1	NM_145128:Mgat5			
mm9	chr1	129187517	129187723		0	chr1-129187517	1	86058	86058	yes	mm9	chr1	129101562	129379549	+	1	NM_145128:Mgat5			
mm9	chr1	129251771	129251988		0	chr1-129251771	1	150317	150317	yes	mm9	chr1	129101562	129379549	+	1	NM_145128:Mgat5			
mm9	chr1	129672975	129673168		0	chr1-129672975	1	2331	2331	yes	mm9	chr1	129670740	129701414	+	1	NM_028399:Ccnt2			
mm9	chr1	129672975	129673168		0	chr1-129672975	2	2440	-2440	no	mm9	chr1	129650193	129670631	-	1	NR_045298:2900009J06Rik			
mm9	chr1	129799332	129799519		0	chr1-129799332	1	34076	34076	yes	mm9	chr1	129765349	129840453	+	1	NM_178690:Rab3gap1			
mm9	chr1	130663161	130663316		0	chr1-130663161														
mm9	chr1	132530454	132530665		0	chr1-132530454	1	4376	-4376	no	mm9	chr1	132473282	132526183	-	1	NM_009581:Zp3r			
mm9	chr1	132658177	132658382		0	chr1-132658177	1	29727	29727	no	mm9	chr1	132628552	132641199	+	1	NM_177604:AA986860			
mm9	chr1	132658177	132658382		0	chr1-132658177	2	32449	-32449	no	mm9	chr1	132585619	132625830	-	1	NM_001162415:Pfkfb2			
mm9	chr1	132658177	132658382		0	chr1-132658177	3	39199	-39199	no	mm9	chr1	132697478	132711317	+	1	NM_001170632:Fcamr			
mm9	chr1	132658177	132658382		0	chr1-132658177	4	39199	-39199	no	mm9	chr1	132697478	132711317	+	1	NM_144960:Fcamr			
mm9	chr1	132658177	132658382		0	chr1-132658177	5	44376	44376	no	mm9	chr1	132613903	132618634	+	1	NM_178691:Yod1			
mm9	chr1	132700147	132700393		0	chr1-132700147	1	2792	2792	yes	mm9	chr1	132697478	132711317	+	1	NM_001170632:Fcamr			
mm9	chr1	132700147	132700393		0	chr1-132700147	2	2792	2792	yes	mm9	chr1	132697478	132711317	+	1	NM_144960:Fcamr			
mm9	chr1	132713965	132714162		0	chr1-132713965	1	9197	-9197	no	mm9	chr1	132723260	132748826	+	1	NM_011082:Pigr			
mm9	chr1	132716979	132717248		0	chr1-132716979	1	6147	-6147	no	mm9	chr1	132723260	132748826	+	1	NM_011082:Pigr			
mm9	chr1	132717593	132717809		0	chr1-132717593	1	5559	-5559	no	mm9	chr1	132723260	132748826	+	1	NM_011082:Pigr			
mm9	chr1	132729092	132729326		0	chr1-132729092	1	5949	5949	yes	mm9	chr1	132723260	132748826	+	1	NM_011082:Pigr			
mm9	chr1	132737584	132737853		0	chr1-132737584	1	14458	14458	yes	mm9	chr1	132723260	132748826	+	1	NM_011082:Pigr			
mm9	chr1	133004649	133004810		0	chr1-133004649	1	10609	-10609	no	mm9	chr1	132950280	132994120	-	1	NM_008551:Mapkapk2			
mm9	chr1	133049574	133049728		0	chr1-133049574	1	132	-132	no	mm9	chr1	133049783	133068811	+	1	NM_010709:Eif2d			
mm9	chr1	133049574	133049728		0	chr1-133049574	2	132	-132	no	mm9	chr1	133049783	133070048	+	1	NM_001136070:Eif2d			
mm9	chr1	133324168	133324355		0	chr1-133324168	1	99677	99677	yes	mm9	chr1	133181827	133423938	-	1	NM_001081011:Srgap2			
mm9	chr1	133357567	133357730		0	chr1-133357567	1	66290	66290	yes	mm9	chr1	133181827	133423938	-	1	NM_001081011:Srgap2			
mm9	chr1	133357567	133357730		0	chr1-133357567	2	66917	-66917	no	mm9	chr1	133424565	133436449	+	1	NM_175382:Fam72a			
mm9	chr1	133870619	133870791		0	chr1-133870619	1	3520	3520	yes	mm9	chr1	133867185	133879541	+	1	NM_145977:Slc45a3			
mm9	chr1	133870619	133870791		0	chr1-133870619	2	11162	11162	yes	mm9	chr1	133859543	133878892	+	1	NM_001177628:Slc45a3			
mm9	chr1	134188872	134189052		0	chr1-134188872	1	6240	-6240	no	mm9	chr1	134195202	134203934	+	1	NM_144810:Klhdc8a			
mm9	chr1	134213876	134214054		0	chr1-134213876	1	1264	1264	yes	mm9	chr1	134212701	134230065	+	1	NM_001195025:Nuak2			
mm9	chr1	134213876	134214054		0	chr1-134213876	2	1264	1264	yes	mm9	chr1	134212701	134230065	+	1	NM_028778:Nuak2			
mm9	chr1	134999970	135000199		0	chr1-134999970	1	27658	-27658	no	mm9	chr1	135027742	135036377	+	1	NM_133819:Ppp1r15b			
mm9	chr1	134999970	135000199		0	chr1-134999970	2	57496	57496	yes	mm9	chr1	134942588	135005265	+	1	NM_001099276:Pik3c2b			
mm9	chr1	135087174	135087369		0	chr1-135087174	1	55402	-55402	no	mm9	chr1	135142673	135200012	+	1	NM_001160268:Plekha6			
mm9	chr1	135087174	135087369		0	chr1-135087174	2	55402	-55402	no	mm9	chr1	135142673	135200012	+	1	NM_182930:Plekha6			
mm9	chr1	135087174	135087369		0	chr1-135087174	3	59529	59529	no	mm9	chr1	135027742	135036377	+	1	NM_133819:Ppp1r15b			
mm9	chr1	135087174	135087369		0	chr1-135087174	4	79114	79114	no	mm9	chr1	135146428	135166385	-	1	NR_037984:Gm19461			
mm9	chr1	135095562	135095738		0	chr1-135095562	1	47023	-47023	no	mm9	chr1	135142673	135200012	+	1	NM_001160268:Plekha6			
mm9	chr1	135095562	135095738		0	chr1-135095562	2	47023	-47023	no	mm9	chr1	135142673	135200012	+	1	NM_182930:Plekha6			
mm9	chr1	135095562	135095738		0	chr1-135095562	3	67908	67908	no	mm9	chr1	135027742	135036377	+	1	NM_133819:Ppp1r15b			
mm9	chr1	135101636	135101829		0	chr1-135101636	1	40941	-40941	no	mm9	chr1	135142673	135200012	+	1	NM_001160268:Plekha6			
mm9	chr1	135101636	135101829		0	chr1-135101636	2	40941	-40941	no	mm9	chr1	135142673	135200012	+	1	NM_182930:Plekha6			
mm9	chr1	135121851	135122093		0	chr1-135121851	1	20701	-20701	no	mm9	chr1	135142673	135200012	+	1	NM_001160268:Plekha6			
mm9	chr1	135121851	135122093		0	chr1-135121851	2	20701	-20701	no	mm9	chr1	135142673	135200012	+	1	NM_182930:Plekha6			
mm9	chr1	135138115	135138355		0	chr1-135138115	1	4438	-4438	no	mm9	chr1	135142673	135200012	+	1	NM_001160268:Plekha6			
mm9	chr1	135138115	135138355		0	chr1-135138115	2	4438	-4438	no	mm9	chr1	135142673	135200012	+	1	NM_182930:Plekha6			
mm9	chr1	135150857	135151095		0	chr1-135150857	1	8303	8303	yes	mm9	chr1	135142673	135200012	+	1	NM_001160268:Plekha6			
mm9	chr1	135150857	135151095		0	chr1-135150857	2	8303	8303	yes	mm9	chr1	135142673	135200012	+	1	NM_182930:Plekha6			
mm9	chr1	135150857	135151095		0	chr1-135150857	3	15409	15409	yes	mm9	chr1	135146428	135166385	-	1	NR_037984:Gm19461			
mm9	chr1	135297105	135297321		0	chr1-135297105	1	23576	23576	yes	mm9	chr1	135278876	135320789	-	1	NM_011439:Sox13			
mm9	chr1	135327833	135328103		0	chr1-135327833	1	7179	-7179	no	mm9	chr1	135278876	135320789	-	1	NM_011439:Sox13			
mm9	chr1	135951751	135951997		0	chr1-135951751	1	17783	17783	no	mm9	chr1	135934091	135944854	+	1	NM_021355:Fmod			
mm9	chr1	135951751	135951997		0	chr1-135951751	2	23858	23858	no	mm9	chr1	135971441	135975732	-	1	NM_007570:Btg2			
mm9	chr1	135963693	135963903		0	chr1-135963693	1	11934	11934	no	mm9	chr1	135971441	135975732	-	1	NM_007570:Btg2			
mm9	chr1	135966841	135967059		0	chr1-135966841	1	8782	8782	no	mm9	chr1	135971441	135975732	-	1	NM_007570:Btg2			
mm9	chr1	136002514	136002672		0	chr1-136002514	1	5225	-5225	no	mm9	chr1	136007818	136048013	+	1	NM_027979:Chit1			
mm9	chr1	136257884	136258074		0	chr1-136257884	1	597	597	yes	mm9	chr1	136242673	136258576	-	1	NM_020588:Tmem183a			
mm9	chr1	136257884	136258074		0	chr1-136257884	2	597	597	yes	mm9	chr1	136242673	136258576	-	1	NM_001042485:Tmem183a			
mm9	chr1	136423464	136423651		0	chr1-136423464	1	20042	20042	no	mm9	chr1	136437521	136443599	-	1	NR_026896:4931440L10Rik			
mm9	chr1	136423464	136423651		0	chr1-136423464	2	20042	20042	no	mm9	chr1	136437521	136443599	-	1	NM_001145300:4931440L10Rik			
mm9	chr1	136610097	136610311		0	chr1-136610097	1	66947	66947	yes	mm9	chr1	136543257	136645994	+	1	NM_009307:Syt2			
mm9	chr1	136610097	136610311		0	chr1-136610097	2	90094	90094	no	mm9	chr1	136676299	136700298	-	1	NR_015606:Ppp1r12b			
mm9	chr1	137092656	137092817		0	chr1-137092656	1	28478	-28478	no	mm9	chr1	137056826	137064258	-	1	NM_134438:Gpr37l1			
mm9	chr1	137105352	137105529		0	chr1-137105352	1	41182	-41182	no	mm9	chr1	137056826	137064258	-	1	NM_134438:Gpr37l1			
mm9	chr1	137105352	137105529		0	chr1-137105352	2	49609	49609	no	mm9	chr1	137150150	137155049	-	1	NM_001163131:Elf3			
mm9	chr1	137105352	137105529		0	chr1-137105352	3	49609	49609	no	mm9	chr1	137150150	137155049	-	1	NM_007921:Elf3			
mm9	chr1	137124044	137124217		0	chr1-137124044	1	30919	30919	no	mm9	chr1	137150150	137155049	-	1	NM_001163131:Elf3			
mm9	chr1	137124044	137124217		0	chr1-137124044	2	30919	30919	no	mm9	chr1	137150150	137155049	-	1	NM_007921:Elf3			
mm9	chr1	137551918	137552091		0	chr1-137551918	1	70072	-70072	no	mm9	chr1	137331156	137481932	-	1	NM_173437:Nav1			
mm9	chr1	137551918	137552091		0	chr1-137551918	2	73769	-73769	no	mm9	chr1	137625773	137648806	+	1	NM_007791:Csrp1			
mm9	chr1	137635028	137635221		0	chr1-137635028	1	9351	9351	yes	mm9	chr1	137625773	137648806	+	1	NM_007791:Csrp1			
mm9	chr1	137709267	137709497		0	chr1-137709267	1	5792	-5792	no	mm9	chr1	137715174	137729918	+	1	NM_133664:Lad1			
mm9	chr1	137817613	137817785		0	chr1-137817613	1	2098	-2098	no	mm9	chr1	137767971	137815601	-	1	NM_019645:Pkp1			
mm9	chr1	137955216	137955439		0	chr1-137955216	1	5850	5850	yes	mm9	chr1	137949477	138016399	+	1	NM_014193:Cacna1s			
mm9	chr1	137955216	137955439		0	chr1-137955216	2	5850	5850	yes	mm9	chr1	137949477	138016399	+	1	NM_001081023:Cacna1s			
mm9	chr1	138128289	138128482		0	chr1-138128289	1	2472	2472	yes	mm9	chr1	138110098	138130857	-	1	NM_028872:5730559C18Rik			
mm9	chr1	138877180	138877413		0	chr1-138877180	1	20271	-20271	no	mm9	chr1	138740160	138857025	-	1	NM_030676:Nr5a2			
mm9	chr1	138877180	138877413		0	chr1-138877180	2	27089	-27089	no	mm9	chr1	138740160	138850207	-	1	NM_001159769:Nr5a2			
mm9	chr1	140825456	140825654		0	chr1-140825456	1	34730	-34730	no	mm9	chr1	140860285	141072619	+	1	NM_001166501:Dennd1b			
mm9	chr1	140825456	140825654		0	chr1-140825456	2	38742	-38742	no	mm9	chr1	140864297	141072619	+	1	NM_181347:Dennd1b			
mm9	chr1	145395911	145396100		0	chr1-145395911	1	91821	-91821	no	mm9	chr1	145487826	145497067	+	1	NM_020025:B3galt2			
mm9	chr1	146106496	146106741		0	chr1-146106496	1	10384	-10384	no	mm9	chr1	146091798	146096234	-	1	NM_015811:Rgs1			
mm9	chr1	148169249	148169472		0	chr1-148169249														
mm9	chr1	152926169	152926352		0	chr1-152926169	1	58903	-58903	no	mm9	chr1	152985163	152991225	+	1	NR_038011:C730036E19Rik			
mm9	chr1	152926169	152926352		0	chr1-152926169	2	85695	-85695	no	mm9	chr1	152409631	152840565	-	1	NM_001024720:Hmcn1			
mm9	chr1	153000642	153000818		0	chr1-153000642	1	15567	15567	no	mm9	chr1	152985163	152991225	+	1	NR_038011:C730036E19Rik			
mm9	chr1	153005418	153005671		0	chr1-153005418	1	20381	20381	no	mm9	chr1	152985163	152991225	+	1	NR_038011:C730036E19Rik			
mm9	chr1	153127104	153127374		0	chr1-153127104	1	64388	-64388	no	mm9	chr1	153191627	153203928	+	1	NM_001039511:Ivns1abp			
mm9	chr1	153127104	153127374		0	chr1-153127104	2	64388	-64388	no	mm9	chr1	153191627	153211575	+	1	NM_054102:Ivns1abp			
mm9	chr1	153127104	153127374		0	chr1-153127104	3	64388	-64388	no	mm9	chr1	153191627	153211575	+	1	NM_001039512:Ivns1abp			
mm9	chr1	153160262	153160518		0	chr1-153160262	1	31237	-31237	no	mm9	chr1	153191627	153203928	+	1	NM_001039511:Ivns1abp			
mm9	chr1	153160262	153160518		0	chr1-153160262	2	31237	-31237	no	mm9	chr1	153191627	153211575	+	1	NM_054102:Ivns1abp			
mm9	chr1	153160262	153160518		0	chr1-153160262	3	31237	-31237	no	mm9	chr1	153191627	153211575	+	1	NM_001039512:Ivns1abp			
mm9	chr1	153175940	153176171		0	chr1-153175940	1	15572	-15572	no	mm9	chr1	153191627	153203928	+	1	NM_001039511:Ivns1abp			
mm9	chr1	153175940	153176171		0	chr1-153175940	2	15572	-15572	no	mm9	chr1	153191627	153211575	+	1	NM_054102:Ivns1abp			
mm9	chr1	153175940	153176171		0	chr1-153175940	3	15572	-15572	no	mm9	chr1	153191627	153211575	+	1	NM_001039512:Ivns1abp			
